probeset_id	transcript_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	qvalues
13419681	AT2G40990	-0.0583201231995905	1.55718067469968	-0.291958684603369	0.775833378367215	0.890487167451871	-6.59449172987971	0.478072678555266
13501092	AT5G13580	-0.0375134752173703	1.21191871192183	-0.291805411182164	0.775947474245904	0.890582135653066	-6.59453939813031	0.478123663795685
13412752	AT2G25305	0.0427616236539261	1.32622421026782	0.291519480037016	0.776160334573991	0.890781365000412	-6.59462825727675	0.478230623346832
13452765	AT3G23030	-0.0359500272938345	7.42975956299909	-0.291427275541637	0.776228979953056	0.890781365000412	-6.59465689349146	0.478230623346832
13423042	AT3G01830;AT3G01840	0.0413453059795836	1.46703924568533	0.291414016210735	0.776238851564558	0.890781365000412	-6.59466101074669	0.478230623346832
13437065	AT3G48550	0.0320554979537193	2.72485763643999	0.291374377934884	0.776268362625961	0.890781365000412	-6.59467331802842	0.478230623346832
13359933	AT1G76728	-0.0595795057049	2.69441379364498	-0.291361607821278	0.77627787017182	0.890781365000412	-6.59467728266796	0.478230623346832
13465565	AT4G04260	0.0745238543149598	1.75938466073472	0.291293291275862	0.776328733541078	0.890803741718871	-6.59469848947891	0.478242636656088
13483807	AT4G13060	0.0357368887653766	1.23447580839226	0.291113378274653	0.776462688498786	0.890921456792075	-6.5947543146262	0.478305833928783
13343498	AT1G22760	-0.0460313590367969	1.52338456024935	-0.290919307845114	0.776607192952678	0.891032868298593	-6.5948144946195	0.47836564702805
13370486	AT1G20550;AT1G20540	-0.0612930178023565	2.95957237507308	-0.290889122530862	0.776629669672127	0.891032868298593	-6.59482385134188	0.47836564702805
13459071	AT3G52330	0.0480532226994161	1.29409225452637	0.290807299978939	0.77669059781089	0.891032868298593	-6.59484920956181	0.47836564702805
13335446	AT1G03790	0.0308154978520003	1.69674452354493	0.290791217047107	0.776702573949496	0.891032868298593	-6.59485419311404	0.47836564702805
13398270	AT2G28420	-0.0374351178832928	1.98497759494808	-0.290772324795813	0.776716642122482	0.891032868298593	-6.59486004683209	0.47836564702805
13370754	AT1G21110	0.0686348648482669	1.36693634841576	0.290647458234044	0.776809626497555	0.891103546906707	-6.59489872701889	0.478403592001018
13482403	AT4G09012	-0.0695773813729397	2.83624064965959	-0.29048375161728	0.776931539435033	0.891207403359042	-6.59494941400055	0.478459349045216
13532040	AT5G33370	-0.0539497381002825	6.5943505231617	-0.290371956167711	0.77701479754077	0.891245406872113	-6.59498401205061	0.478479751856118
13538564	AT5G52140	0.0607586510951594	1.22265350150993	0.290354998148549	0.777027427045528	0.891245406872113	-6.59498925901181	0.478479751856118
13518757	AT5G63440	-0.0390893456254275	4.35400108936939	-0.290206878915585	0.777137741883897	0.891306205298546	-6.59503507559036	0.478512392491087
13340854	AT1G16500	-0.0404992045459593	4.37884862142512	-0.290199556906782	0.777143195233549	0.891306205298546	-6.59503733985392	0.478512392491087
13353902	AT1G60986	-0.0367529730965543	1.20465802130082	-0.290114597030942	0.77720647331003	0.891325656670964	-6.59506360879862	0.478522835280217
13499048	AT5G07990	-0.0769037798654302	2.93796055539247	-0.290092518108206	0.777222917958306	0.891325656670964	-6.59507043419347	0.478522835280217
13406389	AT2G47640	-0.0599146158955453	6.24856265050027	-0.289851953710688	0.77740210062334	0.891495149547994	-6.59514476822684	0.478613830318304
13429566	AT3G17480	-0.0462210671693004	1.2164218670319	-0.289781941709448	0.777454251104701	0.891518958945731	-6.59516639042482	0.478626612784988
13453890	AT3G26340	0.033461091341044	5.85805379280307	0.289712543302404	0.777505945664326	0.891542243629546	-6.59518781804882	0.478639113550375
13514731	AT5G53902	-0.0319911162313991	0.90792091427194	-0.28947128234157	0.777685668627683	0.891686246438619	-6.59526227107013	0.478716423826334
13530165	AT5G24140	0.0427389774769502	1.61825105668972	0.289459672664989	0.777694317388215	0.891686246438619	-6.59526585227118	0.478716423826334
13437253	AT3G48920	0.038206139144106	0.970082038881881	0.289192314433904	0.777893497655607	0.891878618411667	-6.59534828431793	0.478819701883329
13392916	AT2G14500	-0.0316256370626504	1.27002897652178	-0.2890383630903	0.77800819805154	0.891974120015254	-6.59539571666528	0.478870973489594
