probeset_id	transcript_id
13374294	AT1G30860
13374302	AT1G30880
13374307	AT1G30920
13374309	AT1G30925
13374313	AT1G30930
13374315	AT1G30960
13374325	AT1G30970
13374336	AT1G31000
13374339	AT1G31010
13374347	AT1G31040
13374353	AT1G31050
13374363	AT1G31120
13374373	AT1G31130
13374377	AT1G31160
13374386	AT1G31163
13374392	AT1G31180
13374400	AT1G31200
13374404	AT1G31230;AT1G31220
13374423	AT1G31240
13374426	AT1G31250
13374431	AT1G31260
13374435	AT1G31310
13374440	AT1G31319
13374442	AT1G31330
13374447	AT1G31335
13374451	AT1G31340
13374457	AT1G31350
13374461	ath-MIR404
13374463	AT1G31370
13374467	AT1G31380
13374470	AT1G31390
13374475	AT1G31400
13374480	AT1G31410
13374489	AT1G31430
13374492	AT1G31440
13374505	AT1G31450
13374507	AT1G31460;AT1G31470
13374515	AT1G31490;AT1G31485
13374519	AT1G31500
13374533	AT1G31520
13374537	AT1G31530
13374544	AT1G31540
13374554	AT1G31550
13374561	AT1G31600
13374572	AT1G31630
13374574	AT1G31640
13374577	AT1G31650
13374588	AT1G31660
13374602	AT1G31740
13374616	AT1G31750
13374621	AT1G31760
13374626	AT1G31770
13374634	AT1G31790;AT1G31780
13374638	AT1G31810
13374657	AT1G31812
13374663	AT1G31814
13374667	AT1G31817
13374672	AT1G31820
13374676	AT1G31830
13374682	AT1G31835
13374686	AT1G31860
13374694	AT1G31875
13374696	AT1G31920
13374699	AT1G31940
13374705	AT1G31960
13374707	AT1G32000
13374710	AT1G32010
13374714	AT1G32020
13374716	AT1G32070
13374726	AT1G32080
13374737	AT1G32090
13374751	AT1G32100
13374758	AT1G32130
13374773	AT1G32140
13374776	AT1G32180
13374780	AT1G32190
13374787	AT1G32200
13374802	AT1G32210
13374809	AT1G32240
13374818	AT1G32260
13374823	AT1G32290
13374825	AT1G32330
13374830	AT1G32340
13374839	AT1G32350
13374846	AT1G32400
13374859	AT1G32430
13374863	AT1G32450
13374872	AT1G32470
13374878	AT1G32490
13374904	AT1G32500
13374910	AT1G32520
13374914	AT1G32530
13374919	AT1G32550
13374929	AT1G32585
13374931	AT1G32610;AT1G32600
13374938	AT1G32620;AT1G04720;AT1G78250;AT1G11010;AT1G22320;AT2G33140;AT2G35220;AT5G48835;AT5G65305
13374940	AT1G32640
13374944	AT1G32650
13374946	AT1G32690
13374950	ath-MIR829
13374952	AT1G32750;AT1G32740
13374973	AT1G32763
13374976	AT1G32770
13374980	AT1G32780
13374992	AT1G32790
13375006	AT1G32860
13375011	AT1G32880
13375015	AT1G32900
13375030	AT1G32930
13375044	AT1G32970
13375055	AT1G32980
13375059	AT1G33030;AT1G33020
13375066	AT1G33050;AT1G33055
13375081	AT1G33060
13375091	AT1G33102
13375095	AT1G33240
13375101	AT1G33250
13375107	AT1G33270
13375118	AT1G33350
13375121	AT1G33370
13375123	AT1G33390
13375135	AT1G33400
13375151	AT1G33410
13375178	AT1G33420
13375184	AT1G33430
13375194	AT1G33440
13375202	AT1G33475
13375206	AT1G33480
13375212	AT1G33490
13375220	AT1G33520
13375224	AT1G33540
13375237	AT1G33607
13375240	AT1G33615
13375245	AT1G33640
13375247	AT1G33700
13375265	AT1G33709
13375267	AT1G33720
13375272	AT1G33780
13375278	AT1G33820
13375285	AT1G33830
13375289	AT1G33840
13375294	AT1G33850
13375297	AT1G33870
13375303	AT1G33880
13375307	AT1G33890
13375313	AT1G33900
13375319	AT1G33940
13375326	AT1G33950
13375332	AT1G33970
13375343	AT1G34000;AT1G33990
13375348	AT1G34010
13375354	AT1G34030
13375360	AT1G34042
13375362	AT1G34047
13375369	AT1G34060
13375376	AT1G34065
13375390	AT1G34095
13375394	AT1G34110
13375399	AT1G34140
13375403	AT1G34170
13375419	AT1G34220
13375430	AT1G34270
13375436	AT1G34280
13375438	AT1G34310
13375452	AT1G34315
13375462	AT1G34380;AT1G34370
13375472	AT1G34392
13375475	AT1G34400
13375477	AT1G34419
13375479	AT1G34430
13375488	AT1G34440
13375493	AT1G34510
13375498	AT1G34550
13375508	AT1G34570
13375515	AT1G34575
13375517	AT1G34640;AT1G34630
13375522	AT1G34750
13375531	AT1G34760
13375541	AT1G34780
13375549	AT1G34792
13375552	AT1G34795;AT1G34830;AT1G34792;AT1G34825;AT1G34800;AT1G34805;AT1G34810;AT1G34815;AT1G34820;AT1G34840;AT1G34850;AT1G34860;AT1G34930
13375556	AT1G34800;AT1G34805;AT1G34820;AT1G34825;AT1G34860;AT1G34795;AT1G34810;AT1G34815;AT1G34830;AT1G34792;AT1G34930;AT1G34840;AT1G34850
13375558	AT1G34800;AT1G34805;AT1G34820;AT1G34825;AT1G34860;AT1G34795;AT1G34810;AT1G34815;AT1G34830;AT1G34792;AT1G34930;AT1G34840;AT1G34850
13375560	AT1G34810;AT1G34815;AT1G34830;AT1G34840;AT1G34850;AT1G34795;AT1G34800;AT1G34805;AT1G34820;AT1G34825;AT1G34860;AT1G34930;AT1G34792
13375562	AT1G34810;AT1G34815;AT1G34830;AT1G34840;AT1G34850;AT1G34795;AT1G34800;AT1G34805;AT1G34820;AT1G34825;AT1G34860;AT1G34930;AT1G34792
13375564	AT1G34800;AT1G34805;AT1G34820;AT1G34825;AT1G34860;AT1G34795;AT1G34810;AT1G34815;AT1G34830;AT1G34792;AT1G34930;AT1G34840;AT1G34850
13375566	AT1G34825;AT1G34795;AT1G34800;AT1G34805;AT1G34820;AT1G34830;AT1G34860;AT1G34792;AT1G34810;AT1G34815;AT1G34930;AT1G34840;AT1G34850
13375570	AT1G34830;AT1G34795;AT1G34792;AT1G34825;AT1G34810;AT1G34815;AT1G34840;AT1G34850;AT1G34800;AT1G34805;AT1G34820;AT1G34860;AT1G34930
13375574	AT1G34840;AT1G34850;AT1G34810;AT1G34815;AT1G34830;AT1G34795;AT1G34800;AT1G34805;AT1G34820;AT1G34825
13375576	AT1G34840;AT1G34850;AT1G34810;AT1G34815;AT1G34830;AT1G34795;AT1G34800;AT1G34805;AT1G34820;AT1G34825
13375578	AT1G34860
13375580	AT1G34930
13375582	AT1G35035
13375584	AT1G35150
13375590	AT1G35170
13375596	AT1G35180
13375603	AT1G35210
13375606	AT1G35240
13375618	AT1G35250
13375625	AT1G35255
13375629	AT1G35260
13375634	AT1G35290
13375642	AT1G35310
13375647	AT1G35320
13375655	AT1G35350
13375666	AT1G35375
13375669	AT1G35430
13375673	AT1G35435
13375676	AT1G35440
13375678	AT1G35470
13375691	AT1G35520
13375703	AT1G35537
13375706	AT1G35550;AT1G35545
13375709	AT1G35560
13375713	AT1G35580
13375723	AT1G35610
13375725	AT1G35625
13375731	AT1G35630
13375738	AT1G35730
13375744	AT1G35750
13375750	AT1G35780
13375758	AT1G35820
13375763	AT1G35830
13375765	AT1G35860
13375774	AT1G35880
13375777	AT1G35900
13375781	AT1G35910
13375792	AT1G36020
13375795	AT1G36060
13375799	AT1G36070
13375813	AT1G36078
13375817	AT1G36095
13375821	AT1G36230
13375834	AT1G36272
13375836	AT1G36340
13375843	AT1G36370
13375849	AT1G36390;AT1G36380
13375856	AT1G36580
13375862	AT1G36622
13375866	AT1G36640
13375870	AT1G36730;AT1G36732
13375876	AT1G36942
13375878	AT1G36950
13375883	AT1G36970
13375888	AT1G36990
13375896	AT1G37007
13375898	AT1G37140
13375903	AT1G37150
13375916	AT1G37162
13375918	AT1G38065;AT1G38131
13375929	AT1G38131
13375942	AT1G38630
13375946	AT1G38790
13375952	AT1G40083
13375955	AT1G40087
13375964	AT1G40390
13375967	AT1G41820
13375973	AT1G41830
13375984	AT1G41880
13375989	AT1G41920
13375993	AT1G42080
13375995	AT1G42120;AT3G55735
13375997	AT1G42440
13376019	AT1G42560
13376035	AT1G42710
13376040	AT1G42990
13376044	AT1G43080
13376049	AT1G43090
13376054	AT1G43100;AT1G43090;AT1G43080
13376059	AT1G43130
13376069	AT1G43190
13376085	AT1G43245
13376091	AT1G43310
13376095	AT1G43560
13376101	AT1G43580
13376108	AT1G43620
13376128	AT1G43624
13376130	AT1G43630
13376133	AT1G43640
13376141	AT1G43650
13376152	AT1G43665
13376155	AT1G43666
13376159	AT1G43667
13376163	AT1G43710
13376171	AT1G43730
13376174	AT1G43760
13376178	AT1G43810
13376180	AT1G43820
13376182	AT1G43860
13376190	AT1G43910
13376195	AT1G43950
13376204	AT1G43980
13376206	AT1G44000
13376213	AT1G44020
13376217	AT1G44030
13376221	AT1G44080
13376224	AT1G44085
13376228	AT1G44090
13376232	AT1G44100
13376240	AT1G44110
13376251	AT1G44120
13376257	AT1G44130
13376266	AT1G44170
13376280	AT1G44180
13376286	AT1G44191
13376288	AT1G44224
13376292	AT1G44350
13376300	AT1G44446
13376315	AT1G44478
13376320	AT1G44542
13376327	AT1G44608
13376331	AT1G44760
13376337	AT1G44770
13376345	AT1G44790;AT1G44780
13376356	AT1G44800
13376366	AT1G44920
13376373	AT1G44941
13376375	AT1G44980
13376380	AT1G44990
13376382	AT1G45010
13376390	AT1G45063
13376396	AT1G45145
13376400	AT1G45150
13376417	AT1G45160
13376438	AT1G45163;AT1G45165
13376441	AT1G45170
13376449	AT1G45207
13376458	AT1G45231
13376472	AT1G45229
13376479	AT1G45248
13376488	AT1G45249
13376500	AT1G45230
13376506	AT1G45332
13376525	AT1G45545
13376528	AT1G45616
13376530	AT1G46336
13376532	AT1G46408
13376534	AT1G46480
13376540	AT1G46696
13376546	AT1G46768
13376549	AT1G47056
13376551	AT1G47128
13376559	AT1G47200
13376563	AT1G47240
13376570	AT1G47260
13376578	AT1G47280
13376583	AT1G47300
13376588	AT1G47340
13376592	AT1G47350
13376596	AT1G47370
13376604	AT1G47380
13376617	AT1G47420
13376625	AT1G47450
13376627	AT1G47470
13376629	AT1G47495
13376633	AT1G47497
13376637	AT1G47510
13376651	AT1G47540
13376655	AT1G47603
13376658	AT1G47620
13376661	AT1G47640
13376670	AT1G47660
13376674	AT1G47670
13376682	AT1G47720
13376688	AT1G47730
13376690	AT1G47750;AT1G47740
13376693	AT1G47765
13376696	AT1G47790
13376698	AT1G47830
13376706	AT1G47840
13376717	AT1G47885
13376720	AT1G47900
13376727	AT1G47946
13376729	AT1G47960
13376736	AT1G47980
13376741	AT1G48000
13376746	AT1G48010
13376749	AT1G48020
13376752	AT1G48030
13376756	AT1G48040
13376761	AT1G48070
13376768	AT1G48090
13376830	AT1G48110
13376841	AT1G48120
13376854	AT1G48145
13376857	AT1G48160;AT1G48170
13376864	AT1G48180
13376868	AT1G48190
13376873	AT1G48200
13376878	AT1G48240
13376891	AT1G48260
13376905	AT1G48270
13376918	AT1G48310
13376942	AT1G48320;AT1G48315
13376947	AT1G48380
13376955	AT1G48390
13376959	AT1G48400
13376963	AT1G48405
13376966	AT1G48410
13376990	AT1G48420
13377001	AT1G48430
13377022	AT1G48450
13377033	AT1G48490
13377053	AT1G48530
13377059	AT1G48550
13377073	AT1G48570;AT1G48560
13377083	AT1G48580
13377092	AT1G48605
13377096	AT1G48610
13377104	AT1G48620
13377111	AT1G48630
13377116	AT1G48650
13377141	AT1G48660
13377145	AT1G48670
13377150	AT1G48690
13377156	AT1G48700
13377167	AT1G48730
13377172	AT1G48740
13377186	ath-MIR157d
13377188	AT1G48760;AT1G48750
13377193	AT1G48790
13377209	AT1G48830
13377217	AT1G48850
13377233	AT1G48860
13377243	AT1G48870
13377249	AT1G48900
13377260	AT1G48930
13377271	AT1G48940
13377274	AT1G48953
13377276	AT1G48970
13377286	AT1G49000
13377290	AT1G49005
13377294	AT3G51265;AT3G52765;AT3G59926
13377296	AT1G49040
13377328	AT1G49100
13377342	AT1G49130
13377349	AT1G49140
13377353	AT1G49160
13377364	AT1G49170
13377369	AT1G49180
13377383	AT1G49270
13377391	AT1G49280;AT4G34975;AT3G18815;AT4G14415;AT4G16105
13377393	AT1G49290
13377395	AT1G49310
13377400	AT1G49360
13377408	AT1G49405
13377412	AT1G49410
13377415	AT1G49420
13377418	AT1G49435
13377422	AT1G49480
13377429	AT1G49490
13377431	AT1G49500
13377435	AT1G49540;AT1G49530
13377449	AT1G49600
13377457	AT1G49610
13377463	AT1G49620
13377469	AT1G49630
13377489	AT1G49640
13377493	AT1G49650
13377497	AT1G49660
13377501	AT1G49670
13377524	AT1G49700
13377531	AT1G49710
13377541	AT1G49715
13377545	AT1G49730
13377562	AT1G49750
13377566	AT1G49780
13377569	AT1G49790
13377575	AT1G49800
13377579	AT1G49810
13377587	AT1G49830
13377593	AT1G49850
13377599	AT1G49900
13377603	AT1G49920
13377606	AT1G49938
13377610	AT1G49940
13377623	AT1G49952
13377627	AT1G49950
13377639	AT1G49970;AT1G49960
13377651	AT1G50000
13377662	AT1G50020;AT1G50010
13377669	AT1G50030
13377727	AT1G50055
13377729	AT1G50080
13377731	AT1G50090
13377741	AT1G50110
13377752	AT1G50140
13377777	AT1G50190
13377781	AT1G50200
13377808	AT1G50220
13377812	AT1G50250
13377820	AT1G50260
13377832	AT1G50280;AT1G50270
13377838	AT1G50290
13377842	AT1G50300
13377853	AT1G50320
13377858	AT1G50325
13377860	AT1G50340
13377862	AT1G50390
13377867	AT1G50420
13377872	AT1G50430
13377888	AT1G50450;AT1G50440
13377903	AT1G50470
13377906	AT1G50490;AT1G50480
13377914	AT1G50500
13377940	AT1G50530
13377943	AT1G50570
13377948	AT1G50575
13377955	AT1G50590
13377962	AT1G50600
13377966	AT1G50630
13377974	AT1G50640
13377978	AT1G50650
13377980	AT1G50660;AT1G50659
13377982	AT1G50670
13377992	AT1G50680
13377994	AT1G50691
13377996	AT1G50710;AT1G50700
13378012	AT1G50720
13378014	AT1G50750
13378021	AT1G50760
13378024	AT1G50770
13378027	AT1G50790
13378029	AT1G50800
13378032	AT1G50820
13378034	AT1G50830
13378038	AT1G50890
13378047	AT1G50910
13378060	AT1G50940
13378071	AT1G50954
13378073	AT1G50980
13378080	AT1G51055
13378084	AT1G51080
13378087	AT1G51130
13378097	AT1G51140
13378106	AT1G51150
13378110	AT1G51170
13378113	AT1G51220
13378118	AT1G51230
13378121	AT1G51240
13378123	AT1G51250
13378127	AT1G51260
13378141	AT1G51300
13378148	AT1G51310
13378161	AT1G51330
13378165	AT1G51400;AT1G51390
13378169	AT1G51420
13378179	AT1G51460
13378191	AT1G51480
13378194	AT1G51500
13378205	AT1G51510
13378212	AT1G51550;AT1G51540
13378218	AT1G51560
13378229	AT1G51570
13378232	AT1G51590;AT1G51600
13378249	AT1G51630
13378258	AT1G51640;AT1G51645
13378261	AT1G51680
13378269	AT1G51710
13378286	AT1G51730
13378298	AT1G51790
13378311	AT1G51805
13378325	AT1G51810
13378339	AT1G51820
13378351	AT1G51830
13378362	AT1G51840
13378367	AT1G51850
13378380	AT1G51860
13378391	AT1G51870
13378401	AT1G51880
13378412	AT1G51890
13378426	AT1G51900
13378434	AT1G51910
13378448	AT1G51930
13378450	AT1G51940
13378464	AT1G51965
13378467	AT1G51970
13378469	AT1G51980
13378483	AT1G52000
13378490	AT1G52030
13378498	AT1G52040
13378504	AT1G52050
13378510	AT1G52060
13378514	AT1G52070
13378519	AT1G52100
13378530	AT1G52110
13378538	AT1G52120
13378545	AT1G52130
13378550	AT1G52140
13378553	AT1G52150
13378573	AT1G52160
13378583	AT1G52180
13378586	ath-MIR406
13378588	AT1G52191
13378592	AT1G52200
13378599	AT1G52220
13378607	AT1G52240
13378620	AT1G52270
13378624	AT1G52280
13378632	AT1G52290
13378643	AT1G52300
13378649	AT1G52325;AT1G52320
13378652	AT1G52340;AT1G52330
13378657	AT1G52342
13378661	AT1G52343
13378665	AT1G52350;AT1G61020;AT1G11030;AT1G79980;AT3G09505;AT5G02615
13378667	AT1G52390
13378670	AT1G52430
13378684	AT1G52450
13378698	AT1G52490
13378703	AT1G52510;AT1G52500
13378717	AT1G52540
13378724	AT1G52550
13378729	AT1G52560
13378733	AT1G52565
13378738	AT1G52570
13378742	AT1G52590
13378750	AT1G52615
13378753	AT1G52630
13378764	AT1G52640
13378767	AT1G52670
13378778	AT1G52680
13378784	AT1G52695
13378795	AT1G52700
13378806	AT1G52710
13378815	AT1G52750
13378825	AT1G52790
13378829	AT1G52825
13378833	AT1G52827
13378838	AT1G52830
13378844	AT1G52857
13378847	AT1G52855
13378851	AT1G52880
13378857	AT1G52890
13378862	AT1G52900
13378865	AT1G52920
13378873	AT1G52970
13378875	AT1G52990
13378880	AT1G53000
13378891	AT1G53023
13378897	AT1G53025
13378905	AT1G53030
13378909	AT1G53035
13378913	AT1G53040
13378927	AT1G53100
13378937	AT1G53130
13378941	AT1G53170
13378945	AT1G53200
13378957	AT1G53230;AT1G53233
13378962	AT1G53240
13378972	AT1G53260
13378980	AT1G53265
13378982	AT1G53280
13378993	AT1G53282
13378997	AT1G53285
13379001	AT1G53310
13379016	AT1G53320
13379023	AT1G53325
13379025	AT1G53340
13379027	AT1G53366
13379029	AT1G53380
13379036	AT5G20854
13379038	AT1G53420
13379058	AT1G53450
13379069	AT1G53460
13379075	AT1G53480;AT1G53490
13379082	AT1G53500
13379087	AT1G53510
13379097	AT1G53520
13379105	AT1G53541
13379107	AT1G53560
13379113	AT1G53580
13379124	AT1G53610
13379127	AT1G53620
13379130	AT1G53625
13379134	AT1G53633
13379138	AT1G53635
13379142	AT1G53640
13379148	AT1G53645
13379155	AT1G53650
13379168	ath-MIR169d
13379170	AT1G53690
13379174	AT1G53705
13379180	AT1G53710
13379198	AT1G53750
13379209	AT1G53760
13379222	AT1G53770
13379231	AT1G53780;AT1G53785
13379250	AT1G53790
13379259	AT1G53800;AT1G53801
13379265	AT1G53815
13379267	AT1G53850
13379279	AT1G53860
13379286	AT1G53887;AT1G53910
13379290	AT1G53930
13379292	AT1G53935
13379296	AT1G53950
13379299	AT1G53980
13379301	AT1G54000
13379308	AT1G54010
13379315	AT1G54020
13379325	AT1G54040
13379332	AT1G54050
13379337	AT1G54080
13379351	AT1G54100
13379368	AT1G54140
13379373	AT1G54160;AT1G54150
13379379	AT1G54170
13379395	AT1G54217
13379403	AT1G54220
13379422	AT1G54280
13379433	AT1G54290
13379439	AT1G54320
13379449	AT1G54330
13379455	AT1G54350;AT1G54355
13379459	AT1G54370;AT1G54360
13379478	AT1G54380
13379484	AT1G54385
13379491	AT1G54390
13379506	AT1G54410
13379510	AT1G54450
13379523	AT1G54460
13379532	AT1G54500
13379536	AT1G54510
13379553	AT1G54540
13379556	AT1G54560
13379580	AT1G54570
13379596	AT1G54590
13379601	AT1G54610
13379613	AT1G54620
13379615	AT1G54630
13379622	AT1G54640
13379625	AT1G54650
13379635	AT1G54690;AT1G54680
13379640	AT1G54710
13379651	AT1G54775
13379653	AT1G54790;AT1G54780
13379665	AT1G54840;AT1G54830
13379670	AT1G54860
13379675	AT1G54880
13379677	AT1G54930
13379681	AT1G54950
13379684	AT1G54980
13379688	AT1G55030
13379691	AT1G55080
13379699	AT1G55110
13379705	AT1G55140
13379713	AT1G55152
13379717	AT1G55180
13379722	AT1G55200;AT1G55190
13379733	AT1G55207
13379737	AT1G55210
13379744	AT1G55220
13379747	AT1G55270;AT1G55265
13379751	AT1G55280
13379757	AT1G55290
13379762	AT1G55300
13379771	AT1G55330
13379775	AT1G55350
13379812	AT1G55360
13379822	AT1G55365
13379824	AT1G55380
13379826	AT1G55390
13379829	AT1G55420
13379831	AT1G55430
13379833	AT1G55440
13379835	AT1G55450
13379843	AT1G55490
13379859	AT1G55520
13379870	AT1G55525
13379873	AT1G55530
13379877	AT1G55535
13379886	AT1G55540
13379905	AT1G55560
13379911	AT1G55590
13379918	AT1G55600
13379924	AT1G55610
13379930	AT1G55615
13379932	AT1G55620
13379944	AT1G55630
13379948	AT1G55670
13379952	AT1G55675
13379956	AT1G55680
13379968	AT1G55690
13379987	AT1G55710
13379989	AT1G55720
13379999	AT1G55730
13380010	AT1G55740
13380024	AT1G55750
13380044	AT1G55760
13380051	AT1G55770
13380053	AT1G55790
13380067	AT1G55800
13380073	AT1G55805
13380076	AT1G55830
13380085	AT1G55860
13380099	AT1G55880
13380109	AT1G55940
13380119	AT1G55950
13380121	AT1G55960
13380129	AT1G55970
13380146	AT1G55980
13380161	AT1G55990
13380164	AT1G56010;AT1G56000
13380170	AT1G56030
13380175	AT1G56040
13380182	AT1G56060
13380186	AT1G56070
13380192	AT1G56080
13380204	AT1G56090
13380210	AT1G56100
13380220	AT1G56110
13380231	AT1G56120
13380247	AT1G56130
13380262	AT1G56140
13380286	AT1G56145
13380310	AT1G56160;AT1G56165
13380313	AT1G56180
13380322	AT1G56230
13380334	AT1G56233
13380338	AT1G56240;AT1G56242
13380344	AT1G56250
13380349	AT1G56260
13380356	AT1G56270
13380359	AT1G56280
13380368	AT1G56300
13380376	AT1G56320;AT1G56310
13380382	AT1G56330
13380388	AT1G56340
13380400	AT1G56345
13380404	AT1G56360
13380412	AT1G56385
13380414	AT1G56400
13380420	AT1G56420
13380425	AT1G56440
13380439	AT1G56520
13380448	AT1G56550
13380456	AT1G56555
13380460	AT1G56580
13380464	AT1G56590
13380475	AT1G56610;AT1G56612
13380483	AT1G56630
13380490	AT1G56650
13380496	AT1G56680
13380500	AT1G56710
13380507	AT1G56720
13380518	AT1G57540
13380525	AT1G57550
13380528	AT1G57590
13380541	AT1G57600
13380563	AT1G57610
13380575	AT1G57670
13380579	AT1G57680
13380586	AT1G57690
13380592	AT1G57710
13380594	AT1G57730
13380596	AT1G57750
13380603	AT1G57775
13380605	AT1G57777
13380609	AT1G57790
13380613	AT1G57800
13380623	AT1G57820
13380633	AT1G57860
13380638	AT1G57870
13380652	AT1G57943
13380655	AT1G57980
13380660	AT1G57990
13380664	AT1G58007
13380669	AT1G58025
13380684	AT1G58030
13380699	AT1G58037
13380706	AT1G58050
13380738	AT1G58060
13380766	AT1G58080
13380780	AT1G58100
13380787	AT1G58110
13380795	AT1G58180
13380810	AT1G58200
13380828	AT1G58220
13380837	AT1G58235
13380841	AT1G58242
13380844	AT1G58245
13380846	AT1G58248
13380848	AT1G58250
13380874	AT1G58270
13380881	AT1G58280
13380899	AT1G58290
13380905	AT1G58300
13380910	AT1G58320
13380915	AT1G58350
13380931	AT1G58390
13380936	AT1G58400
13380940	AT1G58410
13380945	AT1G58430
13380951	AT1G58440
13380962	AT1G58590
13380968	AT1G58684;AT1G58983;AT1G59359;AT1G58380
13380972	AT1G58725;AT1G59406;AT1G59030;AT1G58520;AT3G43550
13380978	AT1G58766;AT1G59077;AT1G59453;AT1G17450
13380984	AT1G58684;AT1G58983;AT1G59359
13380988	AT1G58725;AT1G59030;AT1G59406;AT1G58520;AT3G43550;AT3G43570
13380994	AT1G58766;AT1G59077;AT1G59453;AT1G17450
13381000	AT1G58684;AT1G58983;AT1G59359
13381004	AT1G58725;AT1G59406;AT1G59030;AT1G58520;AT3G43550;AT3G43570
13381010	AT1G59453
13381026	AT1G59500
13381030	AT1G59535
13381033	AT1G59550
13381037	AT1G59600
13381044	AT1G59630
13381047	AT1G59640
13381058	AT1G59675
13381061	AT1G59690
13381064	AT1G59720;AT1G59710
13381067	AT1G59722
13381070	AT1G59730
13381076	AT1G59760
13381093	AT1G59780
13381097	AT1G59830
13381108	AT1G59835
13381110	AT1G59850;AT1G59840
13381114	AT1G59865
13381120	AT1G68760
13381122	AT1G59910
13381126	AT1G59920
13381128	AT1G59930
13381130	AT1G59940
13381138	AT1G59950
13381143	AT1G59960
13381150	AT1G59990
13381161	AT1G60000
13381168	AT1G60010
13381174	AT1G60030
13381189	AT1G60040
13381191	AT1G60050
13381199	AT1G60070
13381220	AT1G60080
13381231	AT1G60140
13381238	AT1G60160
13381248	AT1G60200
13381258	AT1G60230
13381270	AT1G60240
13381274	AT1G60250
13381276	AT1G60260
13381287	AT1G60270
13381298	AT1G60280
13381300	AT1G60300
13381302	AT1G60340
13381305	AT1G60350
13381307	AT1G60360
13381309	AT1G60380
13381311	AT1G60390
13381316	AT1G60430
13381324	AT1G60440
13381336	AT1G60450
13381341	AT1G60470
13381348	AT1G60490
13381368	AT1G60510;AT1G60505
13381375	AT1G60530;AT1G60525
13381380	AT1G60550
13381392	AT1G60560
13381402	AT1G06860;AT1G06880;AT1G60580;AT1G60820;AT2G30180;AT2G30190;AT2G30450;AT3G53965;AT3G58165;AT3G61715;AT4G32475;AT5G07135;AT5G66817;AT5G19095;AT1G04320;AT1G60910;AT2G42420;AT1G60840;AT3G06105
13381404	AT1G60590
13381414	AT1G60600
13381429	AT1G60610
13381439	AT1G60630
13381444	AT1G60640
13381458	AT1G60660
13381462	AT1G60680
13381470	AT1G60690
13381476	AT1G60700
13381485	AT1G60710
13381493	AT1G60730
13381502	AT1G60750
13381508	AT1G60770
13381513	AT1G60780
13381527	AT1G60790
13381535	AT1G60800
13381549	AT1G60810
13381564	AT1G06860;AT1G06880;AT1G60580;AT1G60820;AT2G30180;AT2G30190;AT2G30450;AT3G53965;AT3G58165;AT3G61715;AT4G32475;AT5G07135;AT5G66817;AT5G19095;AT1G04320;AT1G60910;AT2G42420;AT1G60840;AT3G06105
13381566	AT1G60830
13381570	AT1G60840
13381572	AT1G60850
13381586	AT1G60860
13381606	AT1G60890
13381620	AT1G60913
13381622	AT1G60920
13381624	AT1G60930
13381649	AT1G60940
13381663	AT1G60960
13381669	AT1G60970
13381677	AT1G60990;AT1G60989
13381693	AT1G60995
13381711	AT1G61000
13381724	AT1G61010
13381734	AT1G52350;AT1G61020;AT1G11030;AT1G79980;AT3G09505;AT5G02615
13381736	AT1G61060
13381739	AT1G61065
13381745	AT1G61070
13381750	AT1G61080
13381759	AT1G61090
13381763	AT1G61093
13381767	AT1G61095
13381771	AT1G61097
13381775	AT1G61100
13381788	AT1G61105
13381792	AT1G61130
13381803	AT1G61140
13381819	AT1G61160
13381823	AT1G61200
13381825	AT1G61255
13381828	AT1G61260
13381833	AT1G61270
13381841	AT1G61300
13381845	AT1G61310
13381848	AT1G61353
13381850	AT1G61360
13381865	AT1G61370
13381873	AT1G61380
13381883	AT1G61390
13381894	AT1G61400
13381901	AT1G61410
13381905	AT1G61420;AT1G61415
13381916	AT1G61430
13381924	AT1G61440
13381932	AT1G61460
13381942	AT1G61475
13381948	AT1G61480
13381958	AT1G61490
13381964	AT1G61500
13381971	AT1G61550
13381981	AT1G61560
13382000	AT1G61563
13382004	AT1G61566
13382008	AT1G61570
13382013	AT1G61580
13382021	AT1G61590
13382029	AT1G61640
13382037	AT1G61660
13382048	AT1G61680;AT1G61670
13382057	AT1G61688
13382061	AT1G61690
13382067	AT1G61710
13382071	AT1G61720
13382080	AT1G61730
13382084	AT1G61740
13382090	AT1G61750
13382093	AT1G61760
13382095	AT1G61780
13382101	AT1G61860
13382108	AT1G61870
13382112	AT1G61880;AT1G80250;AT1G11640;AT1G15450;AT3G03845;AT3G03852;AT4G39615;AT4G17612;AT4G17765;AT5G18005;AT5G18015
13382114	AT1G61890
13382124	AT1G61900
13382134	AT1G61940
13382140	AT1G62030
13382144	ath-MIR171c
13382146	AT1G62045
13382150	AT1G62050
13382155	AT1G62060
13382159	AT1G62080
13382163	AT1G62085
13382165	AT1G62110
13382169	AT1G62120
13382173	AT1G62130
13382198	AT1G62150
13382202	AT1G62180;AT1G62170
13382209	AT1G62200
13382217	AT1G62225
13382220	AT1G62250
13382232	AT1G62260
13382234	AT1G62262
13382240	AT1G62280
13382245	AT1G62290
13382260	AT1G62300
13382269	AT1G62301
13382271	AT1G62305
13382284	AT1G62310
13382295	AT1G62320
13382307	AT1G62340
13382319	AT1G62360
13382325	AT1G62390
13382329	AT1G62422
13382333	AT1G62420
13382338	AT1G62430
13382353	AT1G62450
13382359	AT1G62490
13382362	AT1G62510
13382366	AT1G62530
13382373	AT1G62590
13382378	AT1G62610
13382383	AT1G62670
13382385	AT1G62680
13382389	AT1G62690
