probeset_id	transcript_id
13443040	AT3G01100
13443056	AT3G01120
13443070	AT3G01130
13443077	AT3G01140;AT3G01142
13443085	AT3G01160
13443094	AT3G01180
13443105	AT3G01190
13443112	AT3G01200;AT3G01202
13443117	AT3G01230
13443121	AT3G01240
13443125	AT3G01260
13443133	AT3G01270
13443140	AT3G01290
13443147	AT3G01300
13443156	AT3G01310
13443183	AT3G01311
13443187	AT3G01313
13443189	AY707472
13443191	AT3G01319
13443193	AT3G01327
13443195	AT3G01328
13443197	AT3G01329
13443199	AT3G01331
13443201	AT3G01323
13443204	AT3G01324
13443206	AT3G01325
13443208	AT3G01330
13443220	AT3G01340
13443225	AT3G01360
13443231	AT3G01380
13443249	AT3G01390
13443256	AT3G01410
13443268	AT3G01420
13443281	AT3G01430
13443285	AT3G01435
13443292	AT3G01450
13443300	AT3G01470;AT3G01472
13443308	AT3G01490
13443316	AT3G01500
13443329	AT3G01510
13443342	AT3G01513
13443345	AT3G01530
13443351	AT3G01540
13443363	AT3G01550
13443375	AT3G01570
13443380	AT3G01572
13443382	AT3G01580
13443384	AT3G01620
13443389	AT3G01710
13443399	AT3G01720
13443410	AT3G01770
13443420	AT3G01790
13443428	AT3G01820
13443435	AT3G01840
13443438	AT3G01850
13443449	AT3G01900
13443451	AT3G01910
13443468	AT3G01930
13443475	AT3G01940
13443477	AT3G01960
13443480	AT3G01970
13443485	AT3G01980
13443496	AT3G02000
13443500	AT3G02020
13443516	AT3G02040
13443522	AT3G02080
13443529	AT3G02100;AT3G02090
13443533	AT3G02110
13443544	AT3G02140
13443548	AT3G02170
13443556	AT3G02190
13443561	AT3G02210
13443570	AT3G02220
13443580	AT3G02250
13443591	AT3G02260
13443607	AT3G02270
13443609	AT3G02310
13443619	AT3G02330
13443621	AT3G02380
13443626	AT3G02410
13443640	AT3G02420
13443651	AT3G02440
13443654	AT3G02450
13443661	AT3G02493
13443665	AT3G02510
13443678	AT3G02520
13443686	AT3G02530
13443703	AT3G02540
13443717	AT3G02550
13443722	AT3G02555
13443729	AT3G02570
13443737	AT3G02640
13443741	AT3G02660
13443746	AT3G02670
13443749	AT3G02700;AT3G02690
13443754	AT3G02730
13443760	AT3G02750
13443773	AT3G02760
13443781	AT3G02770
13443786	AT3G02780
13443795	AT3G02800
13443803	AT3G02810
13443811	AT3G02850
13443824	AT3G02860
13443834	AT3G02870
13443848	AT3G02885
13443853	AT3G02920
13443869	AT3G02950
13443874	AT3G02960
13443879	AT3G02970
13443883	AT3G02980
13443889	AT3G03010
13443897	AT3G03070
13443903	AT3G03080
13443909	AT3G03090
13443925	AT3G03100
13443933	AT3G03130
13443940	AT3G03150
13443945	AT3G03200
13443952	AT3G03220
13443957	AT3G03230
13443963	AT3G03240
13443970	AT3G03250
13443986	AT3G03260
13443997	AT3G03270
13444005	AT3G03272
13444009	AT3G03300;AT3G03305
13444040	AT3G03310
13444053	AT3G03330;AT3G03320
13444066	AT3G03341
13444070	AT3G03370
13444079	AT3G03400
13444081	AT3G03405
13444085	AT3G03410
13444087	AT3G03450
13444091	AT3G03456
13444093	AT3G03460
13444098	AT3G03470
13444103	AT3G03480
13444108	AT3G03490
13444115	AT3G03520
13444123	AT3G03530
13444129	AT3G03540
13444135	AT3G03550
13444139	AT3G03560
13444159	AT3G03580
13444162	AT3G03590
13444167	AT3G03600
13444171	AT3G03620
13444181	AT3G03626
13444183	AT3G03630
13444196	AT3G03650
13444202	AT3G03660
13444207	AT3G03670
13444213	AT3G03690
13444220	AT3G03700;AT3G04440;AT3G03702
13444225	AT3G03720
13444243	AT3G03726
13444250	AT3G03730
13444252	AT3G03740
13444258	AT3G03770
13444271	AT3G03776
13444274	AT3G03810
13444288	AT3G03820
13444290	AT3G03830
13444294	AT3G03847
13444296	AT3G03890
13444311	AT3G03900
13444318	AT3G03920
13444325	AT3G03930
13444333	AT3G03940
13444350	AT3G03970
13444357	AT3G04010
13444361	AT3G04030
13444367	AT3G04060
13444373	AT3G04070
13444380	AT3G04080
13444392	AT3G04090
13444398	AT3G04150
13444403	AT3G04160
13444411	AT3G04170
13444416	AT3G04180
13444421	AT3G04184
13444423	AT3G04190
13444427	AT3G04200
13444431	AT3G04210
13444436	AT3G04220
13444441	AT3G04230
13444445	AT3G04240
13444474	AT3G04260
13444489	AT3G04270
13444491	AT3G04280
13444498	AT3G04290
13444506	AT3G04310
13444509	AT3G04340
13444527	AT3G04350
13444532	AT3G04360
13444535	AT3G04390
13444538	AT3G04430
13444543	AT3G04470
13444548	AT3G04480
13444562	AT3G04500
13444570	AT3G04510
13444574	AT3G04520
13444585	AT3G04560;AT3G04550
13444594	AT3G04580
13444601	AT3G04590
13444610	AT3G04610
13444619	AT3G04620
13444627	AT3G04640
13444633	AT3G04670
13444643	AT3G04680
13444656	AT3G04690
13444660	AT3G04720
13444664	AT3G04721
13444666	AT3G04730
13444674	AT3G04735
13444676	AT3G04750
13444678	AT3G04760
13444682	ath-MIR167c
13444684	AT3G04770
13444693	AT3G04780
13444703	AT3G04800;AT3G04790
13444705	AT3G04820
13444725	AT3G04850
13444738	AT3G04855
13444740	AT3G04860
13444745	AT3G04880
13444748	AT3G04900
13444750	AT3G04943
13444753	AT3G04945
13444756	AT3G04980
13444758	AT3G04990
13444760	AT3G04997
13444762	AT3G05000
13444768	AT3G05020
13444774	AT3G05030
13444790	AT3G05040
13444815	AT3G05050
13444826	AT3G05060
13444837	AT3G05090;AT3G05080
13444857	AT3G05110
13444862	AT3G05130
13444864	AT3G05140
13444873	AT3G05160
13444890	AT3G05165
13444908	AT3G05180
13444915	AT3G05193
13444917	AT3G05240
13444919	AT3G05260
13444925	AT3G05270
13444934	AT3G05280
13444943	AT3G05290
13444951	AT3G05300
13444956	AT3G05320
13444959	AT3G05327
13444965	AT3G05330
13444972	AT3G05345;AT3G05340
13444984	AT3G05350
13444999	AT3G05360
13445002	AT3G05370
13445005	AT3G05390
13445010	AT3G05450
13445019	AT3G05470
13445024	AT3G05520;AT5G45720
13445026	AT3G05540
13445033	AT3G05570
13445038	AT3G05580
13445044	AT3G05600
13445049	AT3G05602
13445051	AT3G05610
13445056	AT3G05620
13445059	AT3G05640
13445069	AT3G05650
13445073	AT3G05660
13445076	AT3G05675
13445084	AT3G05680
13445112	AT3G05685
13445117	AT3G05690
13445125	AT3G05700
13445133	AT3G05720
13445144	AT3G05741
13445148	AT3G05770
13445154	AT3G05780
13445168	AT3G05790
13445183	AT3G05810
13445189	AT3G05820
13445197	AT3G05860
13445203	AT3G05880
13445208	AT3G05890
13445214	AT3G05900;AT3G05905
13445219	AT3G05910
13445233	AT3G05920
13445238	AT3G05930;AT3G05932
13445241	AT3G05935
13445245	AT3G05936
13445249	AT3G05937
13445253	AT3G05940
13445263	AT3G05950
13445268	AT3G05960
13445272	AT3G05970
13445297	AT3G05975
13445299	AT3G05990
13445310	AT3G06010
13445324	AT3G06019
13445326	AT3G06030
13445344	AT3G06035
13445349	AT3G06040
13445356	AT3G06050
13445364	AT3G06060
13445370	AT3G06070
13445375	AT3G06080
13445383	AT3G06100
13445391	AT3G06105
13445393	AT3G06130
13445401	AT3G06140
13445407	AT3G06145
13445410	AT3G06150
13445414	AT3G06190
13445422	AT3G06220
13445427	AT3G06250
13445432	AT3G06260
13445435	AT3G06280
13445437	AT3G06290
13445458	AT3G06310
13445467	AT3G06340
13445474	AT3G06350
13445488	AT3G06370
13445504	AT3G06390
13445510	AT3G06410
13445520	AT3G06420
13445528	AT3G06430
13445533	AT3G06435
13445537	AT3G06440
13445548	AT3G06450
13445564	AT3G06480
13445574	AT3G06483
13445583	AT3G06540
13445595	AT3G06550
13445616	AT3G06570
13445619	AT3G06580
13445635	AT3G06590
13445640	AT3G06600
13445647	AT3G06620
13445662	AT3G06630
13445671	AT3G06640
13445681	AT3G06650
13445697	AT3G66656
13445699	AT3G66658
13445717	AT1G07760;AT1G02600;AT3G06665;AT4G39345;AT5G49435;AT5G02505;AT5G64735
13445719	AT3G06670
13445744	AT3G06680
13445752	AT3G06690
13445759	AT3G06700
13445766	AT3G06750
13445770	AT3G06770
13445781	AT3G06778
13445788	AT3G06790;AT3G06780
13445794	AT3G06820
13445805	AT3G06850
13445815	AT3G06870;AT3G06868
13445820	AT3G06880
13445838	AT3G06895
13445840	AT3G06910
13445850	AT3G06930
13445866	AT3G06960
13445875	AT3G06970
13445882	AT3G07010
13445891	AT3G07020
13445909	AT3G07030
13445918	AT3G07040
13445921	AT3G07050
13445931	AT3G07055;AT4G31695
13445933	AT3G07090
13445940	AT3G07100
13445956	AT1G55625;AT3G07115;AT4G25585;AT5G52355
13445958	AT3G07130
13445966	AT3G07150
13445970	AT3G07160
13446020	AT3G07180;AT3G07170
13446038	AT3G07190
13446043	AT3G07210
13446048	AT3G07215
13446058	AT3G07250
13446083	AT3G07273
13446085	AT3G07290
13446087	AT3G07300
13446099	AT3G07310
13446104	AT3G07320
13446110	AT3G07330
13446118	AT3G07340
13446129	AT3G07370
13446140	AT3G07380
13446144	AT3G07410
13446149	AT3G07420
13446159	AT3G07450
13446161	AT3G07460
13446167	AT3G07470
13446172	AT3G07510;AT3G07500
13446176	AT3G07520
13446183	AT3G07522
13446185	AT3G07525
13446194	AT3G07540
13446200	AT3G07560
13446207	AT3G07568
13446212	AT3G07570
13446219	AT3G07580
13446231	AT3G07600;AT3G07590
13446236	AT3G07620
13446241	AT3G07660
13446253	AT3G07700
13446274	AT3G07710
13446276	AT3G07740
13446295	AT3G07800
13446302	AT3G07820
13446308	AT3G07830
13446314	AT3G07840
13446320	AT3G07850
13446326	AT3G07890
13446339	AT3G07910
13446345	AT3G07920
13446352	AT3G07980
13446376	AT3G08000;AT3G07990
13446383	AT3G08020
13446397	AT3G08040
13446414	AT3G08490
13446420	AT3G08500
13446425	AT3G08505
13446433	AT3G08510
13446447	AT3G08530
13446472	AT3G08570
13446477	AT3G08580
13446483	AT3G08590
13446495	AT3G08610
13446500	AT3G08650
13446511	AT3G08720
13446521	AT3G08730
13446529	AT3G08740
13446539	AT3G08750
13446541	AT3G08760
13446548	AT3G08762
13446550	AT3G08770
13446553	AT3G08780
13446560	AT3G08810
13446563	AT3G08820
13446565	AT3G08840
13446589	AT3G08850
13446614	AT3G08860
13446625	AT3G08870
13446628	AT3G08900;AT3G08890
13446634	AT3G08910
13446640	AT3G08943
13446645	AT3G08960
13446671	AT3G09032
13446675	AT3G09040
13446677	AT3G09060
13446679	AT3G09070
13446683	AT3G09080
13446701	AT3G09090
13446720	AT3G09100
13446739	AT3G09110
13446744	AT3G09120
13446750	AT3G09140
13446756	AT3G09160
13446764	AT3G09162
13446768	AT3G09190
13446771	AT3G09200
13446781	AT3G09210
13446787	AT3G09220
13446796	AT3G09240
13446806	AT3G09260
13446821	AT3G09270
13446826	AT3G09280
13446828	AT3G09310;AT3G09300
13446834	AT3G09320
13446844	AT3G09330
13446854	AT3G09340
13446864	AT3G09380
13446871	AT3G09390
13446876	AT3G09400
13446884	AT3G09405
13446898	AT3G09410
13446913	AT3G09440
13446919	AT3G09470
13446935	AT3G09480
13446939	AT1G79980;AT3G09505;AT5G02615;AT1G52350;AT1G61020;AT1G11030
13446941	AT3G09540
13446949	AT3G09560
13446964	AT3G09580
13446967	AT1G76330;AT3G09595;AT5G02815
13446969	AT3G09620
13446972	AT3G09660;AT3G09650
13446990	AT3G09680
13446996	AT3G09700
13447001	AT3G09710
13447013	AT3G09720
13447027	AT3G09735
13447031	AT3G09750
13447036	AT3G09760
13447046	AT3G09770
13447053	AT3G09780
13447056	AT3G09790
13447060	AT3G09800
13447068	AT3G09850
13447072	AT3G09870
13447076	AT3G09910
13447085	AT3G09920
13447099	AT3G09925
13447102	AT3G09940
13447112	AT3G09950
13447115	AT3G09990
13447125	AT3G10010
13447147	AT3G10020
13447152	AT3G10030
13447163	AT3G10040
13447167	AT3G10050
13447178	AT3G10070;AT3G10060
13447188	AT3G10080
13447191	AT3G10090
13447195	AT3G10113
13447201	AT3G10130
13447212	AT3G10150
13447218	AT3G10160
13447235	AT3G10180
13447265	AT3G10195
13447269	AT3G10210
13447274	AT3G10230;AT3G10220
13447281	AT3G10250
13447292	AT3G10260
13447303	AT3G10270
13447323	AT3G10290
13447329	AT3G10320
13447335	AT3G10360;AT3G10350
13447349	AT3G10380
13447377	AT3G10405
13447386	AT3G10410
13447398	AT3G10430
13447400	AT3G10439
13447402	AT3G10510
13447405	AT3G10520
13447412	AT3G10525
13447416	AT3G10550
13447434	AT3G10580
13447440	AT3G10585
13447446	AT3G10590
13447449	AT3G10595
13447453	AT3G10630;AT3G10620
13447456	AT3G10640
13447466	AT3G10650
13447478	AT3G10660
13447487	AT3G10670
13447496	AT3G10690
13447524	AT3G10700
13447540	AT3G10720
13447549	AT3G10730
13447554	AT3G10740
13447573	ath-MIR158a
13447575	AT3G10770
13447582	AT3G10810
13447589	AT3G10815
13447593	AT3G10840
13447601	AT3G10850
13447611	AT3G10870
13447618	AT3G10890
13447623	AT3G10900
13447628	AT3G10910;AT3G10912
13447634	AT3G10915
13447650	AT3G10930
13447654	AT3G10940
13447661	AT3G10960
13447665	AT3G10970
13447680	AT3G10986
13447684	AT3G10990
13447686	AT3G11010
13447689	AT3G11030
13447696	AT3G11060
13447698	AT3G11100
13447702	AT3G11130
13447726	AT3G11150
13447731	AT3G11160
13447738	AT3G11165
13447744	AT3G11200
13447754	AT3G11210
13447763	AT3G11220
13447776	AT3G11240
13447784	AT3G11280
13447791	AT3G11290
13447797	AT3G11300
13447803	AT3G11310
13447807	AT3G11320
13447814	AT3G11325
13447819	AT3G11330
13447825	AT3G11410
13447832	ath-MIR172c
13447834	AT3G11450
13447839	AT3G11470
13447851	AT3G11490
13447857	AT3G11500
13447863	AT3G11510
13447871	AT3G11520
13447879	AT3G11530
13447887	AT3G11570
13447894	AT3G11580
13447902	AT3G11591;AT3G11590
13447905	AT3G11620
13447924	AT3G11650
13447928	AT3G11660
13447932	AT3G11670
13447942	AT3G11680
13447948	AT3G11710
13447965	AT3G11720
13447981	AT3G11730
13447991	AT3G11745
13447998	AT3G11750
13448002	AT3G11770
13448006	AT3G11773
13448013	AT3G11780
13448021	AT3G11820
13448029	AT3G11840
13448033	AT3G11850
13448041	AT3G11870
13448047	AT3G11910
13448075	AT3G11940
13448084	AT3G11945
13448099	AT3G11950
13448105	AT3G11964
13448142	AT3G12000
13448145	AT3G12030
13448148	AT3G12040
13448157	AT3G12070
13448170	AT3G12090
13448175	AT3G12100
13448189	AT3G12120
13448195	AT3G12130
13448200	AT3G12140
13448215	AT3G12145
13448220	AT3G12150
13448228	AT3G12160
13448231	AT3G12200
13448248	AT3G12203
13448262	AT3G12220
13448275	AT3G12230
13448289	AT3G12240
13448300	AT3G12260
13448305	AT3G12280
13448326	AT3G12300
13448333	AT3G12340
13448347	AT3G12345
13448351	AT3G12370
13448355	AT3G12380
13448369	AT3G12400
13448373	AT3G12410
13448376	AT3G12420
13448380	AT3G12430
13448383	AT3G12440
13448385	AT3G12460
13448387	AT3G12470
13448390	AT3G12490;AT3G12480
13448399	AT3G12500
13448403	AT3G12520
13448422	AT3G12530
13448433	AT3G12545;AT3G12550
13448436	AT3G12560
13448447	AT3G12580
13448452	AT3G12587
13448456	BX825917
13448458	AT3G12590
13448476	AT3G12610
13448479	AT3G12620
13448489	AT3G12650
13448492	AT3G12670
13448512	AT3G12680
13448526	AT3G12685
13448533	AT3G12690
13448541	AT3G12710
13448547	AT3G12720
13448552	AT3G12730
13448560	AT3G12750;AT3G12740
13448565	AT3G12770
13448568	AT3G12780
13448576	AT3G12800
13448584	AT3G12820
13448589	AT3G12830
13448593	AT3G12835
13448595	AT3G12840
13448597	AT3G12850
13448605	AT3G12870
13448607	AT3G12920
13448613	AT3G12940
13448618	AT3G12950
13448627	AT3G12955
13448631	EF183407
13448634	AT3G12970
13448638	AT3G13000
13448654	AT3G13010
13448657	AT3G13020
13448660	AT3G13030
13448670	AT3G13040
13448681	AT3G13060;AT3G13061
13448684	AT3G13070
13448699	AT3G13080
13448715	AT3G13090
13448724	AT3G13100
13448734	AT3G13110
13448738	AT3G13120
13448744	AT3G13140
13448747	AT3G13150
13448750	AT3G13160
13448753	AT3G13170
13448768	AT3G13175
13448772	AT3G13180
13448791	AT3G13220
13448801	AT3G13222
13448812	AT3G13225
13448826	AT3G13226
13448834	AT3G13229
13448838	AT3G13235
13448857	AT3G13275
13448861	AT3G13280
13448869	AT3G13310
13448873	AT3G13330
13448905	AT3G13350
13448914	AT3G13360
13448919	AT3G13390
13448925	AT3G13404
13448929	AT3G13403
13448932	ath-MIR169a
13448934	AT3G13410
13448945	AT3G13450
13448959	AT3G13460
13448969	AT3G13480
13448974	AT3G13490
13448990	AT3G13530
13449011	AT3G13550
13449020	AT3G13560
13449028	AT3G13570
13449036	AT3G13590
13449039	AT3G13620;AT3G13610
13449044	AT3G13640
13449057	AT3G13672
13449062	AT3G13674
13449066	AT3G13680
13449069	AT3G13682
13449072	AT3G13710;AT3G13700
13449086	AT3G13720
13449090	ath-MIR823
13449092	AT3G13730
13449102	AT3G13772
13449111	AT3G13784
13449116	AT3G13790
13449125	AT3G13840
13449127	AT3G13845
13449131	AT3G13860
13449150	AT3G13870
13449173	AT3G13890
13449178	AT3G13910
13449182	AT3G13920
13449194	AT3G13940
13449201	AT3G13970
13449208	AT3G13980
13449211	AT3G13990
13449223	AT3G14000
13449233	AT3G14030
13449237	AT3G14040
13449243	AT3G14050
13449252	AT3G14060
13449256	AT3G14067
13449259	AT3G14070
13449261	AT3G14075
13449274	AT3G14090
13449278	AT3G14110
13449288	AT3G14130
13449301	AT3G14150
13449314	AT3G14170
13449322	AT3G14172
13449336	AT3G14180
13449340	BX825683
13449344	AT3G14200
13449353	AT3G14205
13449371	AT3G14225
13449376	AT3G14230
13449382	AT3G14240
13449386	AT3G14250
13449390	AT3G14260
13449395	AT3G14280
13449401	AT3G14300
13449404	AT3G14310
13449409	AT3G14320
13449411	AT3G14330
13449415	AT3G14350
13449436	AT3G14362
13449440	AT3G14370
13449443	AT3G14380
13449447	ath-MIR169f
13449449	AT3G14400
13449460	AT3G14410
13449470	AT3G14430
13449475	AT3G14440
13449479	AT3G14460
13449481	AT3G14470
13449483	AT3G14490
13449491	AT3G14510
13449495	AT3G14520
13449504	AT3G14530
13449508	AT3G14540
13449516	AT3G14550
13449520	AT3G14590
13449538	AT3G14730
13449540	AT3G14740
13449547	AT3G14750
13449554	AT3G14770
13449563	AT3G14780
13449571	AT3G14810
13449581	AT3G14860
13449591	AT3G14900
13449594	AT3G14950
13449602	AT3G14960
13449612	AT3G14970
13449614	AT3G14980;AT3G14981
13449625	AT3G15040
13449630	AT3G15050
13449636	AT1G53220;AT1G07100;AT3G05835;AT3G15055;AT4G36635
13449638	AT3G15070
13449648	AT3G15110
13449653	AT3G15115
13449658	AT3G15120
13449666	AT3G15130
13449668	AT3G15140
13449677	AT3G15150
13449687	AT3G15200;AT3G15190
13449689	AT3G15220
13449707	AT3G15250
13449710	AT3G15270
13449715	AT3G15280
13449719	AT3G15300
13449723	AT3G15340
13449734	AT3G15354
13449744	AT3G15356
13449748	AT3G15353
13449755	AT3G15390;AT3G15380
13449771	AT3G15420
13449777	AT3G15440
13449779	AT3G15460
13449790	AT3G15470
13449800	AT3G15480
13449806	AT3G15520;AT3G15518
13449821	AT3G15530
13449828	AT3G15570;AT3G15550
13449833	AT3G15580
13449841	AT3G15590
13449848	AT3G15605;AT3G15604
13449850	AT3G15610
13449860	AT3G15620
13449877	AT3G15630
13449881	AT3G15660
13449892	AT3G15670
13449897	AT3G15700
13449900	AT3G15710
13449910	AT3G15720
13449921	AT3G15740
13449923	AT3G15810
13449928	AT3G15840
13449941	AT3G15860
13449943	AT3G15880;AT3G15870
13449970	AT3G15900
13449975	AT3G15920
13449987	AT3G15940
13449996	AT3G15950
13450020	AT3G15960
13450030	AT3G15970
13450035	AT3G15980
13450062	AT3G16000
13450069	AT3G16050
13450073	AT3G16070
13450075	AT3G16110
13450088	AT3G16140;AT3G16130
13450094	AT3G16160
13450102	AT3G16180
13450109	AT3G16190
13450117	AT3G16200
13450123	AT3G16210
13450125	AT3G16250;AT3G16240
13450134	AT3G16290
13450147	AT3G16300
13450150	AT3G16310
13450156	AT3G16380
13450164	AT3G16470
13450171	AT3G16490
13450177	AT3G16500
13450185	AT3G16510
13450189	AT3G16520
13450196	AT3G16530
13450199	AT3G16540
13450208	AT3G16550
13450217	AT3G16560
13450223	AT3G16565
13450234	AT3G16580
13450237	AT3G16590
13450239	AT3G16600
13450249	AT3G16620;AT3G16610
13450254	AT3G16630
13450271	AT3G16640
13450278	AT3G16690
13450287	AT3G16712
13450289	AT3G16730
13450303	AT3G16750
13450310	AT3G16810
13450330	AT3G16820
13450333	AT3G16840
13450351	AT3G16860;AT3G16857
13450356	AT3G16870
13450361	AT3G16890
13450363	AT3G16895
13450367	AT3G16910
13450373	AT3G16920
13450378	AT3G16950
13450394	AT3G16960
13450397	AT3G16970
13450399	AT3G16990
13450405	AT3G17020
13450411	AT3G17030
13450425	AT3G17040
13450438	AT3G17060
13450445	AT3G17130
13450447	AT3G17140
13450449	AT3G17170
13450457	AT3G17180
13450467	AT3G17220
13450469	AT3G17225
13450471	AT3G17230
13450474	AT3G17240
13450480	AT3G17250
13450484	AT3G17261
13450486	AT3G17265
13450489	AT3G17270
13450491	AT3G17280
13450493	AT3G17310
13450507	AT3G17320
13450509	AT3G17330
13450519	AT3G17340
13450543	AT3G17365
13450556	AT3G17370
13450558	AT3G17390
13450563	AT3G17420
13450573	AT3G17440
13450585	AT3G17450
13450593	AT3G17460
13450595	AT3G17465
13450603	AT3G17510
13450618	AT3G17520
13450621	AT3G17550
13450623	AT3G17590
13450636	AT3G17600
13450643	AT3G17620
13450646	AT3G17675
13450650	AT3G17680
13450656	AT3G17740
13450665	AT3G17760
13450674	AT3G17770
13450695	AT3G17800
13450701	AT3G17845
13450703	AT3G17850
13450720	AT3G17930
13450728	AT3G17940
13450736	AT3G18010
13450742	AT3G18030
13450747	AT3G18035
13450754	AT3G18110
13450760	AT3G18120
13450762	AT3G18130
13450766	AT3G18140
13450779	AT3G18200
13450788	AT3G18210
13450801	ath-MIR157c
13450803	AT3G18235
13450808	AT3G18250
13450811	AT3G18260
13450819	AT3G18282
13450823	AT3G18291
13450825	AT3G18310
13450828	AT3G18320
13450831	AT3G18330
13450833	AT3G18360
13450835	AT3G18380
13450847	AT3G18400
13450851	AT3G18420
13450855	AT3G18450
13450862	AT3G18460
13450867	AT3G18470
13450874	AT3G18485
13450877	AT3G18490
13450881	AT3G18524
13450895	AT3G18530
13450902	AT3G18535
13450907	AT3G18570
13450910	AT3G18580
13450916	AT3G18600
13450930	AT3G18610
13450947	AT3G18630
13450957	AT3G18640
13450964	AT3G18650
13450966	AT3G18660
13450973	AT3G18670
13450978	AT3G18690;AT3G18680
13450982	AT3G18700
13450988	AT3G18710
13450992	AT3G18720
13450995	AT3G18730
13451016	AT3G18750
13451029	AT3G18760
13451034	AT3G18770
13451040	AT3G18779
13451042	AT3G18810
13451050	AT3G18815;AT4G14415;AT4G16105;AT1G49280;AT4G34975;AT2G34950;AT4G20115;AT4G31895;AT4G16465;AT5G44705
13451052	AT3G18830
13451059	AT3G18850
13451071	AT3G18870
13451074	AT3G18930
13451081	AT3G18940
13451091	AT3G18957
13451094	AT3G18970;AT3G18960
13451098	AT3G18990
13451105	AT3G19000;AT3G19002
13451115	AT3G19010
13451125	AT3G19020
13451129	AT3G19030
13451133	AT3G19040
13451150	AT3G19120
13451154	AT3G19130
13451163	AT3G19140
13451165	AT3G19150
13451172	AT3G19160
13451176	AT3G19170
13451197	AT3G19200
13451202	AT3G19210
13451228	AT3G19230
13451238	AT3G19250
13451242	AT3G19260
13451250	AT3G19270
13451262	AT3G19280
13451272	AT3G19300
13451284	AT3G19320
13451287	AT3G19340
13451304	AT3G19380
13451308	AT3G19430
13451313	AT3G19490;AT3G19480
13451326	AT3G19500
13451334	AT3G19508
13451338	AT3G19510
13451350	AT3G19515
13451366	AT3G19530;AT3G19520
13451372	AT3G19550
13451377	AT3G19553
13451383	AT3G19580
13451388	AT3G19595
13451390	AT3G19600
13451394	AT3G19610
13451400	AT3G19615
13451404	AT3G19620
13451410	AT3G19630
13451420	AT3G19660
13451424	AT3G19670
13451451	AT3G19690;AT3G19680
13451454	AT3G19710;AT3G19700
13451465	AT3G19720
13451488	AT3G19740
13451513	AT3G19790;AT3G19780
13451519	AT3G19810
13451525	AT3G19820
13451531	AT3G19830
13451543	AT3G19850
13451549	AT3G19880
13451551	AT3G19890
13451553	AT3G19895
13451568	AT3G19900
13451576	AT3G19920
13451583	AT3G20015
13451587	AT3G20020
13451603	AT3G20050
13451622	AT3G20060
13451630	AT3G20070
13451641	AT3G20180
13451644	AT3G20230;AT3G20220;AT3G20210
13451649	AT3G20250
13451661	AT3G20260
13451668	AT3G20290
13451687	AT3G20300
13451694	AT3G20310
13451698	AT3G20320
13451709	AT3G20330
13451718	AT3G20340
13451722	AT3G20360
13451730	AT3G20390
13451739	AT3G20395
13451746	AT3G20420
13451752	AT3G20440
13451777	AT3G20450
13451782	AT3G20470
13451786	AT3G20480
13451798	AT3G20490
13451807	AT3G20550
13451820	AT3G20555
13451823	AT3G20570
13451828	AT3G20580
13451834	AT3G20620
13451840	AT3G20630
13451862	AT3G20640
13451872	AT3G20650
13451887	AT2G24390
13451889	AT3G20660
13451893	AT3G20680;AT3G20670
13451896	AT3G20690
13451898	AT3G20700
13451900	AT3G20710
13451902	AT3G20740;AT3G20730
13451918	AT3G20760
13451928	AT3G20770
13451932	AT3G20780
13451954	AT3G20800
13451966	AT3G20830
13451969	AT3G20865
13451972	AT3G20870
13451987	AT3G20880
13451992	AT3G20885
13451994	AT3G20900
13451997	AT3G20920
13452005	AT3G20978
13452009	AT3G20993
13452012	AT3G20997
13452015	AT3G21055
13452019	AT3G21070
13452033	AT3G21080
13452041	AT3G21090
13452053	AT3G21110
13452068	AT3G21140
13452080	AT3G21150
13452084	AT3G21160
13452100	AT3G21190
13452109	AT3G21210
13452114	AT3G21215
13452126	AT3G21230
13452134	AT3G21240
13452140	AT3G21250
13452154	AT3G21260
13452163	AT3G21280
13452179	AT3G21300
13452192	AT3G21320;AT3G21310
13452199	AT3G21340
13452214	AT3G21370
13452228	AT3G21400
13452234	AT3G21410
13452236	AT3G21430
13452257	AT3G21450
13452264	AT3G21460
13452267	AT1G68760
13452269	AT3G21500
13452281	AT3G21510
13452289	AT3G21530;AT3G21520
13452296	AT3G21540
13452310	AT3G21550
13452314	AT3G21570
13452318	AT3G21580
13452328	AT3G21590
13452335	AT3G21600
13452343	AT3G21610
13452351	AT3G21620
13452364	AT3G21630
13452377	AT3G21640
13452387	AT3G21650
13452393	AT3G21660
13452401	AT3G21670
13452407	AT3G21680
13452409	AT3G21720
13452416	AT3G21730
13452423	AT3G21740
13452428	AT3G21760;AT3G21755
13452433	AT3G21780
13452436	AT3G21790
13452438	AT3G21800
13452441	AT3G21820
13452457	AT3G21830
13452459	AT3G21840
13452462	AT3G21850
13452464	AT3G21860
13452466	AT3G21865
13452477	AT3G21870
13452481	AT3G21890
13452485	AT3G22070;AT3G22072
13452489	AT3G22080
13452500	AT3G22100
13452502	AT3G22110
13452506	AT3G22120
13452509	AT3G22142
13452511	AT3G22160
13452515	AT3G22170
13452527	AT3G22190;AT3G22183
13452538	AT3G22210
13452542	AT3G22220
13452551	AT3G22230
13452555	AT3G22231
13452560	AT3G22235
13452567	AT3G22240
13452573	AT3G22275
13452579	AT3G22320
13452586	AT3G22410
13452596	AT3G22421
13452598	AT3G22436
13452600	AT3G22470
13452604	AT3G22490
13452610	AT3G22500
